simID,repeatID,weather_path,c.clone_ID,c.clone_of_cultivar,c.clone_size,c.clone_location_x,c.clone_location_y,c.clone_avg_beevisits_stem,c.clone_fruitset_mean,c.clone_fruitset_std,c.clone_fruitsetII_mean,c.clone_fruitsetII_std,c.clone_fruitmass_mean,c.clone_seeds_mean,c.clone_seeds_std,c.clone_healthy_berries,c.clone_malformed_berries,c.clone_percent_malformed_berries,c.clone_pollen_accepted,c.clone_pollen_received
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone184,1,0.03121445152258042,6.100000000000001,5.899999999999999,2.6666666666666665,0.8333333333333334,0.31426968052735443,0.7777777777777778,0.31426968052735443,2.8250000000000006,48.44444444444445,32.797169405112605,10,10,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone185,2,0.03121445152258042,6.100000000000001,6.1000000000000005,1.6666666666666667,0.75,0.4714045207910317,0.6666666666666666,0.4714045207910317,3.6750000000000003,51.111111111111114,36.28828331807444,9,9,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone186,1,0.03121445152258042,6.100000000000001,6.499999999999999,8.666666666666666,1.0,0.0,1.0,0.0,9.825,137.83333333333334,110.03442222356635,12,9,0.75,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone187,2,0.03121445152258042,6.100000000000001,6.700000000000001,0.6666666666666666,0.5833333333333334,0.41573970964154905,0.4444444444444444,0.41573970964154905,1.4333333333333333,15.222222222222223,12.95671807248566,7,7,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone188,1,0.03121445152258042,6.100000000000001,7.1000000000000005,0.6666666666666666,0.25,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.8125,15.0,21.213203435596427,3,3,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone189,2,0.03121445152258042,6.100000000000001,7.300000000000001,6.0,0.8333333333333334,0.13608276348795434,0.8333333333333334,0.13608276348795434,4.733333333333333,102.28888888888889,106.38081605576899,10,7,0.7,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone190,1,0.03121445152258042,6.100000000000001,7.7,1.0,0.25,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.9791666666666666,19.444444444444446,27.498597046143512,3,3,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone191,2,0.03121445152258042,6.100000000000001,7.899999999999998,3.0,0.8333333333333334,0.3142696805273545,0.7777777777777777,0.3142696805273545,4.45,60.83333333333332,45.27958414937951,10,10,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone192,1,0.03121445152258042,6.300000000000002,1.1,5.0,1.0,0.0,1.0,0.0,6.358333333333333,102.1111111111111,35.65299149397054,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone193,2,0.03121445152258042,6.300000000000002,1.2999999999999998,4.333333333333333,0.9166666666666666,0.15713484026367724,0.8888888888888888,0.15713484026367724,6.141666666666666,85.33333333333333,62.01314078185066,11,11,1.0,0.0,0.0
