simID,repeatID,planting_pattern,f.Flower_ID,f.Flower_of_cultivar,f.Flower_in_clone_ID,f.Flower_in_inflorescence_ID,f.Flower_bloom_day,f.Flower_ripeness_day,f.Flower_fruit_mass,f.Flower_beery_malformed,f.Flower_bee_visit,f.Flower_bee_visit_day1,f.Flower_bee_visit_day2,f.Flower_bee_visit_day3,f.Flower_bee_visit_day4,f.Flower_bee_visit_day5,f.Flower_bee_visit_success,f.Flower_nb_pollen_selfcultivar,f.Flower_nb_pollen_othercultivar,f.Flower_nb_accepted_pollen
1,5,1,92,1,7,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,93,1,7,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,94,1,7,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,95,1,7,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,96,1,8,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,97,1,8,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,98,1,8,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,99,1,8,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,100,1,8,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,101,1,8,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,102,1,8,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,103,1,8,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,104,1,8,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,105,1,8,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,106,1,8,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,107,1,8,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,108,1,9,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,109,1,9,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,110,1,9,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,111,1,9,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,112,1,9,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,113,1,9,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,114,1,9,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,115,1,9,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,116,1,9,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,117,1,9,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,118,1,9,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,119,1,9,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,120,1,10,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,121,1,10,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,122,1,10,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,123,1,10,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,124,1,10,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,125,1,10,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,126,1,10,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,127,1,10,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,128,1,10,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,129,1,10,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,130,1,10,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,131,1,10,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,132,1,11,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,133,1,11,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,134,1,11,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,135,1,11,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,136,1,11,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,137,1,11,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,138,1,11,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,139,1,11,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,140,1,11,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,141,1,11,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,142,1,11,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,143,1,11,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,144,2,12,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,145,2,12,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,146,2,12,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,147,2,12,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,148,2,12,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,149,2,12,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,150,2,12,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,151,2,12,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,152,2,12,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,153,2,12,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,154,2,12,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,155,2,12,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,156,2,13,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,157,2,13,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,158,2,13,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,159,2,13,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,160,2,13,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,161,2,13,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,162,2,13,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,163,2,13,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,164,2,13,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,165,2,13,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,166,2,13,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,167,2,13,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,168,2,14,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,169,2,14,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,170,2,14,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,171,2,14,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,172,2,14,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,173,2,14,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,174,2,14,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,175,2,14,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,176,2,14,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,177,2,14,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,178,2,14,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,179,2,14,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,180,2,15,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,181,2,15,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,182,2,15,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,183,2,15,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,184,2,15,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,185,2,15,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,186,2,15,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,187,2,15,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,188,2,15,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,189,2,15,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,190,2,15,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,191,2,15,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,192,2,16,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,193,2,16,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,194,2,16,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,195,2,16,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,196,2,16,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,197,2,16,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,198,2,16,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,199,2,16,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,200,2,16,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,201,2,16,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,202,2,16,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,203,2,16,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,204,2,17,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,205,2,17,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,206,2,17,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,207,2,17,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,208,2,17,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,209,2,17,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,210,2,17,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,211,2,17,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,212,2,17,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,213,2,17,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,214,2,17,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,215,2,17,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,216,2,18,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,217,2,18,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,218,2,18,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,219,2,18,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,220,2,18,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,221,2,18,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,222,2,18,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,223,2,18,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,224,2,18,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,225,2,18,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,226,2,18,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,227,2,18,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,228,2,19,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,229,2,19,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,230,2,19,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,231,2,19,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,232,2,19,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,233,2,19,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,234,2,19,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,235,2,19,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,236,2,19,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,237,2,19,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,238,2,19,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,239,2,19,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,240,2,20,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,241,2,20,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,242,2,20,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,243,2,20,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,244,2,20,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,245,2,20,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,246,2,20,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,247,2,20,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,248,2,20,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,249,2,20,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,250,2,20,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,251,2,20,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,252,2,21,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,253,2,21,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,254,2,21,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,255,2,21,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,256,2,21,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,257,2,21,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,258,2,21,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,259,2,21,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,260,2,21,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,261,2,21,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,262,2,21,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,263,2,21,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,264,2,22,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,265,2,22,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,266,2,22,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,267,2,22,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,268,2,22,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,269,2,22,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,270,2,22,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,271,2,22,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,272,2,22,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,273,2,22,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,274,2,22,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,275,2,22,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,276,2,23,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,277,2,23,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,278,2,23,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,279,2,23,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,280,2,23,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,281,2,23,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,282,2,23,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,283,2,23,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,284,2,23,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,285,2,23,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,286,2,23,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,287,2,23,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,288,1,24,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,289,1,24,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,290,1,24,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,291,1,24,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,292,1,24,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
